Category,Name,Description,Values,Default value
Dimensions & Tolerances,tbl_driven_tol_val_edit,"Tbl_driven_tol_val_edit Y/N* - ""Yes"" allows users to directly edit the tolerance value of dimensions whose tolerance values are driven by tolerance tables. Editing the tolerance value of a dimension will make the dimension non-table-driven. ""No"" disallows direct editing of the tolerance values of table driven tolerances.","yes, no",no
Dimensions & Tolerances,tol_display,Displays dimensions with or without tolerances.,"yes, no",no
Dimensions & Tolerances,tolerance_class,Sets the default tolerance class for ISO-standard models. The system uses the tolerance class in conjunction with the dimension value when retrieving tolerances for General or Broken Edge dimensions.,"medium, fine, coarse, very_coarse",
Dimensions & Tolerances,tolerance_standard,Sets the tolerance standard used when creating the model.,"ansi, iso",ansi
Dimensions & Tolerances,tolerance_table_dir,Sets the default directory for user-defined tolerance tables for ISO-standard models. All Holes and Shafts tables overwrite existing tables when loaded.,,
Dimensions & Tolerances,use_major_units,"Determines if fractional dimensions are displayed in feet-inches, such as 1' 3 1/2"" for 15.5 inches.  Used in retrieval of pre-Creo solids to set detail setup option, and used at runtime when setup value is 'default'.","yes, no",no
Dimensions & Tolerances,use_nom_dim_val_in_expr,Yes - use dimensions' nominal values in expressions.  No - use current values.,"yes, no",no
Drawing,allow_move_attach_in_dtl_move,Yes - Move and Move Attach commands in drawing mode act together. No - Move and Move Attach commands in drawing mode do not act together.,"yes, no",yes
Drawing,allow_move_view_with_move,Disallow the movement of drawing views with the mouse.,"yes, no",no
Drawing,allow_refs_to_geom_reps_in_drws,"Yes - Allows you to create drawing references to geometry representations (includes dimensions, notes, and leaders). These references may become invalid if the referenced geometry changes resulting in geometry representations not updating in drawings.","yes, no",no
Drawing,allow_vert_select_in_dim_create,Allow highlight of model vertices during dimension placement in drawings,"yes, no",yes
Drawing,auto_constr_offset_tolerance,"Sets the auto constraint tolerance for creating offset dimensions. If distance is less than this tolerance multiplied by component size, offset is set as coincident. Default value is 0.5 .",,0.5
Drawing,auto_regen_views,Yes - Automatically repaints the drawing display when changing from one window to another. No - Update to drawing views will only occur when manual updates are made via Repaint or View> Update.,"yes, no",yes
Drawing,autobuildz_enabled,Loads AutobuildZ application.,"yes, no",no
Drawing,bom_format,Sets the BOM format file to be used for a customized BOM.  Specify name and path.,,<creo_loadpoint>\text\format.bft
Drawing,create_drawing_dims_only,Yes - Saves all new driven dimensions created in the drawing inside the drawing as associative draft dimensions. No - Saves driven dimensions created in Drawing mode on solid geometry in the solid.,"yes, no",no
Drawing,default_ang_dec_places,Sets the default number of decimal places (0-13) to which to round newly created angular dimensions. Unrounded angular dimensions automatically determine the number of decimal places required to display their stored value.,,1
Drawing,default_draw_scale,Sets the default drawing scale for views added with the No Scale command. The value must be greater than 0. No - The system does not set a default drawing scale.,,-1
Drawing,default_font_kerning_in_drawing,Determines initial setting of Font kerning when 2D drawing annotations are created. Yes - Font kerning is on for new 2D annotations.,"yes, no",no
Drawing,disp_trimetric_dwg_mode_view,Displays the model in default orientation when placing a general view on the drawing. No - Model does not appear until Default is chosen from the Orientation dialog box.,"yes, no",yes
Drawing,display_dwg_sketch_constraint,"When set to yes, parametric sketching constraints, such as V for vertical, are displayed when a drawing object is selected","yes, no",no
Drawing,display_dwg_tol_tags,Sets the display of the tolerance tags that appear in drawings. This option does not affect the display of tolerances on dimensions.,"yes, no",yes
Drawing,display_in_adding_view,"Controls model display in a drawing when auto_regen_views is No. Wireframe - Adds new views in wireframe, displays datums. Minimal_wireframe - Displays in wireframe, no datums, axes, or silhouette edges. Default - Displays using the Environment setting.","default, wireframe, minimal_wireframe",wireframe
Drawing,draw_models_read_only,"Yes - Drawing model files are read-only.  No model changes can be made.  Cosmetic_only - Only cosmetic changes can be made to the model.  Design changes are not allowed.  Cosmetic changes include adding driven dimensions, cross sections, and explode states.","yes, no, cosmetic_only",no
Drawing,draw_points_in_model_units,Defines the current draft view's coordinate values as model units rather than drawing units. The GET POINT menu uses the scale of the draft view and the draft view's model units for relative and absolute coordinate entry and display in the Message Window.,"yes, no",no
Drawing,drawing_ole_image_dpi,Resolution of OLE object images. The range of valid values is 0 to 600 dots per inch.,,150
Drawing,drawing_setup_file,"Sets the default drawing setup file option values for your Creo session, otherwise, the system uses the default drawing setup file option values. Certain parameters in the file are valid only if you have a license for Pro/DETAIL.",,<creo_loadpoint>\text\prodetail.dtl
Drawing,drawing_shaded_view_dpi,Resolution of exported shaded drawing views.  The range of valid values is 0 to 600 dots per inch.,,150
Drawing,drawing_view_origin_csys,The named coordinate system will be used as the origin of a newly created view or of a modified view.  None - The system will not use a previously specified coordinate system.,none,
Drawing,drawing_warn_if_flex_feature,Display a warning dialog upon opening a drawing with models that contain flexible features advising users that annotations may be out of date and should be verified.,"yes, no",yes
Drawing,dwg_unicode_conversion_language,Defines the language used during Unicode conversion of pre-Wildfire 4.0 drawings.    This option does not affect the conversion of models.  File - Uses the language stored in the drawing header file; Session - Uses the language of the current Creo session.,"file, session, english, japanese, french, german, russian, italian, spanish, korean, chinese_tw, chinese_cn, hebrew, greek, turkish, czech, polish, hungarian, slovenian, portuguese, slovak, usascii",file
Drawing,enable_shaded_view_in_drawings,Yes - shading display is allowed in drawing views. No - shading display will be shown in wireframe.,"yes, no",yes
Drawing,force_wireframe_in_drawings,"Yes - Displays all views of drawings in wireframe. No - Displays views according to the display set for the session (wireframe, hidden, and so on).","yes, no",no
Drawing,format_setup_file,"Assigns a specified setup file to each drawing format. To assign the drawing's parameter values to the format, you must retrieve the drawing's setup file into the format.",,dwgform.dtl
Drawing,highlight_erased_dwg_views,Controls the display of erased view outlines (environment option Highlight Erased Views). Yes - Highlights erased views. No - Turns off highlighting for erased views.,"yes, no",yes
Drawing,highlight_new_dims,"In drawing mode, highlights new dimensions in red until you repaint the screen.","yes, no",no
Drawing,hlr_for_quilts,"In Drawing, controls quilt display in hidden line removal. Yes - Includes quilts in the hidden line removal process (preselects Qlt HLR in the VIEW DISP menu). Default in the VIEW DISP menu, uses the value you have set.","yes, no",no
Drawing,make_aux_view_notes,Automatically adds view names to auxiliary views using AUX VIEW* viewname-viewname. You can modify the view name after adding the view to the drawing.,"yes, no",no
Drawing,make_parameters_from_fmt_tables,Determines the handling of values entered in a format table when you replace one drawing format with another. Yes - Stores entered values for format table and copies them with the table. No - Prompts you to re-enter all the values for the format table.,"yes, no",no
Drawing,make_proj_view_notes,"Automatically adds view names to projection views in the format ""VIEW viewname-viewname."" You can modify the view name after adding the view to the drawing.","yes, no",no
Drawing,ole_unlimit_zoom,Yes - The OLE object is displayed in any zoom level (could result in performance degradation). No - The OLE object disappears in high zoom-in levels.,"yes, no",no
Drawing,pick_chain_tangent_only,Specifies the extent of draft entity chains selected. Yes - Only entities in the chain that are tangent will be selected. No - All entities connected end to end will be selected.,"yes, no",no
Drawing,preferred_export_format,Set the default preferred export file type for export from drawings.,"cgm, tiff, iges, dxf, step, pdf, dwg, medusa, stheno",pdf
